procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 3  0 1893524 2131092  79776 2677160    0    0     0   176 19394 105280 16  8 76  0  0  0
 5  0 1893524 2131652  79784 2676924    0    0     0    20 19208 100258 14  8 78  0  0  0
 6  0 1893524 2129312  79792 2676820    0    0     0    44 19924 107121 15  9 76  0  0  0
 3  0 1893524 2130380  79792 2676716    0    0     0    12 22401 115183 16  8 76  0  0  0
 3  0 1893524 2127064  79792 2676784    0    0     0     0 21762 111656 16  8 77  0  0  0
 4  0 1893524 2128412  79792 2676888    0    0     0     0 20026 108521 15  8 76  0  0  0
 3  0 1893524 2127460  79800 2677228    0    0   128    16 20588 108064 15  8 76  0  0  0
 2  0 1893524 2129436  79808 2677076    0    0     0    32 21070 111583 14  9 77  0  0  0
 4  0 1893524 2131500  79808 2677488    0    0     0     0 20085 107179 16  8 77  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0 1893524 2137680  79808 2677332    0    0     0     0 20430 107077 17  8 75  0  0  0
 5  0 1893524 2136200  79824 2677604    0    0     0   612 20634 109671 15  8 77  0  0  0
 3  0 1893524 2129796  79824 2677268    0    0     0     0 19271 104398 16  8 77  0  0  0
 4  0 1893524 2133168  79836 2677376    0    0     0    52 20118 108401 16  8 76  0  0  0
 2  0 1893524 2134968  79836 2677748    0    0     0   136 21568 110754 16  8 76  0  0  0
 4  0 1893524 2134596  79836 2677196    0    0     0     0 20016 107488 16  7 77  0  0  0
 4  0 1893524 2129356  79844 2677452    0    0     0    44 20300 107489 16  8 76  0  0  0
 4  0 1893524 2129176  79844 2677488    0    0     0     0 20918 110593 16  7 77  0  0  0
 2  0 1893524 2127040  79852 2677420    0    0     0    20 19981 105538 15  8 77  0  0  0
 2  0 1893524 2129420  79852 2677484    0    0     0     0 18913 102926 16  8 76  0  0  0
 4  0 1893524 2132260  79852 2677348    0    0     0     0 19200 104384 16  8 76  0  0  0
 2  0 1893524 2127004  79860 2677212    0    0     0   496 21003 111860 14  8 78  0  0  0
 4  0 1893524 2126200  79860 2677376    0    0     0     0 19898 106360 15  8 77  0  0  0
 4  0 1893524 2127852  79860 2677364    0    0     0     0 21159 110700 16  8 76  0  0  0
 6  0 1893524 2124940  79884 2677616    0    0     0   116 21367 109796 16  8 76  0  0  0
 3  0 1893524 2124176  79884 2677584    0    0     0     0 21132 111342 15  8 77  0  0  0
 3  0 1893524 2137160  79884 2677512    0    0     0     0 19037 101993 15  9 76  0  0  0
 2  0 1893524 2132108  79884 2677780    0    0     0    20 19881 106298 15  8 77  0  0  0
 3  0 1893524 2133080  79884 2677548    0    0     0    48 21089 109869 16  8 76  0  0  0
 4  0 1893524 2141008  79884 2677552    0    0     0     0 20852 110539 15  8 77  0  0  0
 4  0 1893524 2138440  79900 2677508    0    0     0    80 20085 105565 16  8 76  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 4  0 1893524 2146136  79900 2677896    0    0     0     0 18622 101148 16  7 77  0  0  0
 5  0 1893524 2144316  79900 2677768    0    0     0   480 19657 106903 15  8 77  0  0  0
 1  0 1893524 2142716  79900 2678528    0    0     0     8 20204 105702 16  9 76  0  0  0
 4  0 1893524 2148344  79900 2678644    0    0     0     0 20105 104712 15  8 77  0  0  0
 3  0 1893524 2147592  79908 2678108    0    0     0    36 18567 101303 16  7 77  0  0  0
 5  0 1893524 1997940  79916 2678448    0    0     0    20 19539 90172 15  9 76  0  0  0
 3  0 1893524 2086156  79932 2678048    0    0     0   104 23512 99284 16  9 76  0  0  0
 4  0 1893524 2081820  79948 2677932    0    0     0    96 19886 104953 16  8 77  0  0  0
 4  0 1893524 2079500  79948 2677652    0    0     0    12 20545 109245 15  8 77  0  0  0
 3  0 1893524 2078884  79948 2677916    0    0     0     0 20508 109396 17  8 75  0  0  0
 7  0 1893524 2085136  79948 2677856    0    0     0     0 20650 107974 16  8 77  0  0  0
 5  0 1893524 2084068  79956 2677932    0    0     0    16 19299 105577 16  7 77  0  0  0
 4  0 1893524 2090184  79968 2677620    0    0     0    44 20123 105432 16  8 75  0  0  0
 3  0 1893524 2094124  79968 2677940    0    0     0     0 22935 117238 15  8 77  0  0  0
 3  0 1893524 2093924  79968 2678112    0    0     0     0 20714 107899 16  7 77  0  0  0
 2  0 1893524 2094092  79968 2678056    0    0     0     0 19117 103904 16  8 76  0  0  0
 3  0 1893524 2116104  79984 2657464    0    0     0   100 20976 111673 16  8 76  0  0  0
 4  0 1893524 2113408  79984 2657420    0    0     0     0 20718 108998 16  7 77  0  0  0
 3  0 1893524 2115712  79984 2657332    0    0     0     8 22060 113877 15  9 77  0  0  0
 2  0 1893524 2116340  79984 2657424    0    0     0    56 21804 109759 16  8 76  0  0  0
 4  0 1893524 2113704  80000 2657516    0    0    80   148 20808 109876 16  8 76  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0 1893524 2114200  80000 2657188    0    0     0   152 20437 106789 16  8 76  0  0  0
 5  0 1893524 2111748  80008 2657556    0    0     0    20 19749 106425 16  8 76  0  0  0
 3  0 1893524 2115652  80008 2657924    0    0     0     0 19952 104382 15  8 77  0  0  0
 3  0 1893524 2108236  80008 2657620    0    0     0     0 20079 108086 16  8 76  0  0  0
 2  0 1893524 2112772  80016 2657564    0    0     0    28 21259 112224 15  8 77  0  0  0
 3  0 1893524 2108908  80016 2657880    0    0     0     0 21508 112530 15  7 77  0  0  0
 2  0 1893524 2107756  80024 2658096    0    0    76    24 20482 106786 17  7 75  0  0  0
 4  0 1893524 2107528  80024 2658652    0    0     0     0 20571 107820 15  8 77  0  0  0
 3  0 1893524 2103632  80024 2658524    0    0     0    16 19285 104454 15  9 76  0  0  0
 3  0 1893524 2110712  80032 2657948    0    0     0    36 18241 101258 15  8 77  0  0  0
 3  0 1893524 2111404  80032 2658092    0    0     0     0 17827 95539 13  8 78  0  0  0
 3  0 1893524 2122360  80040 2657724    0    0     0   436 20768 108342 16  9 75  0  0  0
 4  0 1893524 2124888  80056 2657888    0    0     0   204 20220 107979 15  8 76  0  0  0
 2  0 1893524 2122328  80056 2657840    0    0     0     0 19955 109116 16  8 76  0  0  0
